id,nama_wisata,kategori,kota,alamat,deskripsi,gambar,fitur,fitur_bersih,latitude,longitude,jam_buka,jam_tutup,rating,telepon,website,harga_tiket,sumber_data,tanggal_verifikasi,combined_text
10,Jember Mini Zoo,Rekreasi,Jember,"Jl. Brawijaya, Komplek RedjoAgung, Tanjung, Mangli, Kaliwates, Jember Regency, East Java 68131","Jember Mini Zoo, sebuah destinasi wisata rekreasi yang menarik dan informatif terletak di Jl. Brawijaya, Komplek RedjoAgung, Tanjung, Mangli, Kaliwates, Jember Regency, East Java 68131. Lokasinya yang strategis membuat Jember Mini Zoo menjadi salah satu tujuan wisata favorit di Jember. Terletak di atas ketinggian yang tidak terlalu tinggi, keindahan alam sekitar yang hijau dan sejuk akan membuat Anda merasa nyaman dan tenang di sini.

Suasana di Jember Mini Zoo sangat menyenangkan, karena Anda dapat berinteraksi dengan berbagai jenis hewan, mulai dari mamalia, burung, hingga reptil. Anda dapat melihat secara langsung bagaimana hewan-hewan itu berinteraksi dan bergerak dengan bebas di dalam kandang-kandang yang luas dan nyaman. Selain itu, Anda juga dapat menikmati pemandangan sekitar yang hijau dan lembab, seperti kebun-kebun yang terletak di sekitar kompleks wisata. Anda dapat berjalan-jalan di sekitar kebun, mengambil gambar-gambar hewan, dan menikmati udara yang segar dan sejuk. Selain itu, Anda juga dapat mengikuti berbagai aktivitas yang tersedia di sini, seperti pertunjukan hewan, pelatihan hewan, dan bahkan pengobatan hewan yang dilakukan oleh para profesional.

Di Jember Mini Zoo, Anda juga dapat menikmati berbagai fasilitas yang tersedia, seperti restoran, kafe, dan toko-toko kecil yang menjual berbagai jenis makanan dan souvenir. Anda dapat menikmati hidangan makanan yang lezat dan menarik di restoran atau kafe, atau membeli souvenir untuk membawa pulang sebagai kenang-kenangan. Selain itu, Anda juga dapat mengikuti berbagai program edukasi yang tersedia, seperti pelatihan hewan, pengobatan hewan, dan bahkan pelatihan untuk menjadi sukarelawan yang membantu menjaga keseimbangan alam. Jember Mini Zoo adalah destinasi wisata yang sangat layak untuk dikunjungi, karena menawarkan kombinasi keindahan alam, interaksi dengan hewan, dan berbagai fasilitas yang menarik.",assets/images/10.png,"Jember Mini Zoo Rekreasi Rekreasi Jember Jl. Brawijaya, Komplek RedjoAgung, Tanjung, Mangli, Kaliwates, Jember Regency, East Java 68131 Jember Mini Zoo adalah kebun binatang skala kecil di kawasan kota Jember yang menampilkan koleksi hewan lokal dan domestik. Tempat ini cocok sebagai destinasi edukasi anak-anak, rekreasi keluarga, dan interaksi langsung dengan satwa ringan.",jember mini zoo rekreasi rekreasi jember jl brawijaya komplek redjoagung tanjung mangli kaliwates jember regency east java jember mini zoo kebun binatang skala kecil kawasan kota jember menampilkan koleksi hewan lokal domestik tempat cocok sebagai destinasi edukasi anak anak rekreasi keluarga interaksi langsung satwa ringan,-8.1963,113.6558,08:00,16:00,[Unverified],[Unverified],[Unverified],Rp 25.000,Situs Resmi Jember Mini Zoo,2026-07-20,Tidak ada data
11,Rimba Camp,Rekreasi,Jember,"Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153","Rimba Camp, sebuah destinasi wisata rekreasi yang terletak di Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153, menawarkan pengalaman liburan yang unik dan menyenangkan bagi pengunjung. Lokasinya yang berada di tengah-tengah hutan lembah pegunungan membuat Rimba Camp menjadi sebuah surganya bagi mereka yang mencari ketenangan dan koneksi dengan alam. Dengan suasana yang sejuk dan teduh, pengunjung dapat menikmati keindahan alam yang masih asli dan alami.

Di Rimba Camp, pengunjung dapat menikmati pemandangan yang indah dan menakjubkan. Mereka dapat melihat langsung keindahan alam pegunungan, termasuk gunung-gunung yang menjulang tinggi, lembah lembah yang hijau, dan sungai-sungai yang mengalir dengan tenang. Selain itu, pengunjung juga dapat menikmati keanekaragaman hayati yang ada di Rimba Camp, termasuk berbagai jenis tanaman, burung-burung, dan hewan-hewan liar yang hidup di sana. Aktivitas yang dapat dilakukan di sini antara lain hiking, trekking, camping, dan berbagai kegiatan outdoor lainnya. Pengunjung juga dapat menikmati fasilitas yang ada di Rimba Camp, seperti pusat kuda, pusat kebugaran, dan pusat kuliner yang menyajikan makanan khas daerah Jember.

Rimba Camp juga menawarkan pengalaman liburan yang lebih menyenangkan bagi pengunjung. Mereka dapat menikmati kegiatan-kegiatan seperti pelatihan kebugaran, pelatihan survival, dan pelatihan kealiran. Selain itu, pengunjung juga dapat menikmati fasilitas-fasilitas yang ada di Rimba Camp, seperti kolam renang, spa, dan pusat kebugaran. Terakhir, Rimba Camp juga menawarkan pengalaman liburan yang lebih berkesan bagi pengunjung dengan menyediakan fasilitas-fasilitas seperti ruang pertemuan, ruang kuliner, dan fasilitas-fasilitas lainnya. Dengan demikian, Rimba Camp menjadi sebuah destinasi wisata rekreasi yang ideal bagi mereka yang mencari pengalaman liburan yang unik dan menyenangkan.",assets/images/11.png,"Rimba Camp Rekreasi Rekreasi Jember Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153 Rimba Camp adalah area camping dan wisata alam di ketinggian pegunungan di Jember, dengan fasilitas dasar seperti tenda, api unggun, jalur trekking, dan pemandangan hutan yang alami. Cocok untuk petualangan alam, perkemahan keluarga, atau kegiatan komunitas.",rimba camp rekreasi rekreasi jember area pegunungan argop suci kec panti kabupaten jember jawa timur rimba camp area camping wisata alam ketinggian pegunungan jember fasilitas dasar tenda api unggun jalur trekking pemandangan hutan alami cocok petualangan alam perkemahan keluarga kegiatan komunitas,[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],2026-07-20,Tidak ada data
12,Pantai Papuma,Pantai,Jember,"Jl. Raya Lojejer, Area Kebun, Lojejer, Kec. Wuluhan, Kabupaten Jember, Jawa Timur 68162","Pantai Papuma adalah salah satu destinasi wisata pantai yang terletak di Jember, Jawa Timur. Lokasinya yang strategis dan dekat dengan kota Jember membuat pantai ini menjadi salah satu pilihan favorit wisatawan. Pantai Papuma memiliki daya tarik utama yang sangat kuat, yaitu keindahan alamnya yang masih terjaga dan belum terjamah oleh kegiatan pariwisata massal. Pantai ini terletak di antara dua bukit yang menjulang tinggi, sehingga memberikan pemandangan yang sangat menakjubkan.

Suasana di Pantai Papuma sangat damai dan tenang, membuat wisatawan merasa nyaman dan rileks. Pasir putih yang halus dan bersih, air laut yang jernih dan biru, serta ombak yang tenang membuat pantai ini menjadi destinasi wisata yang ideal untuk menikmati liburan. Pada pagi hari, wisatawan dapat menyaksikan matahari terbit dari atas bukit, sementara pada sore hari, mereka dapat menikmati keindahan sunset yang sangat indah. Selain itu, pantai ini juga menawarkan berbagai aktivitas yang dapat dinikmati oleh wisatawan, seperti berenang, bermain voli pantai, bersepeda sepanjang pantai, dan menikmati makanan laut segar.

Aktivitas lain yang dapat dilakukan di Pantai Papuma adalah snorkeling dan diving. Pantai ini memiliki ekosistem laut yang sangat kaya, sehingga wisatawan dapat menyaksikan berbagai jenis ikan dan biota laut lainnya. Selain itu, pantai ini juga menawarkan fasilitas yang lengkap, seperti warung makan, toilet, dan tempat parkir yang luas. Jika Anda ingin menikmati liburan yang lebih menyenangkan, Anda dapat menginap di salah satu penginapan atau hotel yang terletak di dekat pantai. Dengan demikian, Anda dapat menikmati keindahan Pantai Papuma dengan lebih leluasa dan nyaman.",assets/images/12.png,"Pantai Papuma Pantai Pantai Jember Jl. Raya Lojejer, Area Kebun, Lojejer, Kec. Wuluhan, Kabupaten Jember, Jawa Timur 68162 Pantai Papuma (Pasir Putih Malikan) adalah pantai populer di Jember dengan pasir putih, tebing karang, dan panorama laut yang luas. Pengunjung bisa melakukan snorkeling, berjalan di tebing, menikmati ombak atau foto-foto di spot batu karang. Papuma juga sering dijadikan objek wisata utama di Jember.",pantai papuma pantai pantai jember jl raya lojejer area kebun lojejer kec wuluhan kabupaten jember jawa timur pantai papuma pasir putih malikan pantai populer jember pasir putih tebing karang panorama laut luas pengunjung bisa melakukan snorkeling berjalan tebing menikmati ombak foto foto spot batu karang papuma sering dijadikan objek wisata utama jember,-8.4239,113.5658,Buka 24 jam,Buka 24 jam,[Unverified],[Unverified],[Unverified],Rp 25.000,Situs Resmi Perhutani/Tanjung Papuma,2026-07-20,Tidak ada data
13,Pemandian Patemon,Rekreasi,Jember,"Krajan II, Patemon, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155","Pemandian Patemon di Jember, terletak di Krajan II, Patemon, Kecamatan Tanggul, Kabupaten Jember, Jawa Timur 68155, menawarkan pengalaman rekreasi yang unik dan menyegarkan. Destinasi wisata ini terletak di tengah hutan yang masih asri dan hijau, sehingga memberikan suasana yang sejuk dan tenang, sangat cocok untuk melepaskan stres dan menenangkan pikiran.

Pemandian Patemon memiliki daya tarik utama yaitu kualitas airnya yang jernih dan bening, sehingga sangat cocok untuk berenang dan bermain air. Selain itu, destinasi wisata ini juga menawarkan pemandangan alam yang indah dan menakjubkan, seperti hutan yang masih asri dan hijau, serta keindahan alam yang terbentang luas. Anda dapat menikmati keindahan alam ini dari atas tebing atau dari sisi kolam renang. Selain itu, Pemandian Patemon juga menawarkan berbagai aktivitas yang dapat dilakukan, seperti berenang, bermain air, bersepeda, dan berjalan-jalan di sekitar hutan. Anda juga dapat menikmati hidangan khas Jember, seperti gudeg dan sate.

Suasana di Pemandian Patemon sangat nyaman dan tenang, sehingga sangat cocok untuk melepaskan stres dan menenangkan pikiran. Anda dapat menikmati keindahan alam dengan santai dan tidak terganggu oleh suara bising. Pemandian Patemon juga menyediakan fasilitas yang lengkap, seperti tempat parkir yang luas, toilet yang bersih, dan tempat makan yang menyajikan hidangan khas Jember. Jika Anda ingin menghabiskan waktu lebih lama di Pemandian Patemon, Anda dapat memilih untuk menginap di penginapan-penginapan yang terletak di sekitar destinasi wisata ini. Dengan demikian, Anda dapat menikmati keindahan alam Pemandian Patemon dengan lebih lama dan lebih menyeluruh.",assets/images/13.png,"Pemandian Patemon Rekreasi Rekreasi Jember Krajan II, Patemon, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155 Pemandian Patemon adalah pemandian air tawar lokal di kawasan Tanggul, di mana masyarakat dapat menikmati air segar alam, relaksasi, serta suasana pedesaan sekitar. Tempat ini cocok sebagai destinasi lokal untuk menghindari keramaian.",pemandian patemon rekreasi rekreasi jember krajan ii patemon kec tanggul kabupaten jember jawa timur pemandian patemon pemandian air tawar lokal kawasan tanggul mana masyarakat menikmati air segar alam relaksasi suasana pedesaan sekitar tempat cocok sebagai destinasi lokal menghindari keramaian,-8.0833,113.5683,07:00,17:00,[Unverified],[Unverified],[Unverified],Rp 15.000,Google Maps,2026-07-20,Tidak ada data
14,Air Terjun Kebun Rayap,Air Terjun,Jember,"Area Sawah/Kebun, Panduman, Kec. Jelbuk, Kabupaten Jember, Jawa Timur 68151","Air Terjun Kebun Rayap, sebuah destinasi wisata alam yang terletak di Area Sawah/Kebun Panduman, Kecamatan Jelbuk, Kabupaten Jember, Jawa Timur 68151, menawarkan pengalaman wisata yang unik dan menarik bagi para pengunjung. Lokasinya yang tersembunyi di antara luasnya sawah dan kebun, membuat air terjun ini menjadi tempat yang ideal untuk menenangkan diri dari kehidupan sehari-hari. Daya tarik utamanya adalah keindahan alam yang masih alami dan belum terjamah oleh peradaban manusia, sehingga pengunjung dapat merasakan kesegaran dan kebersihan udara yang sangat baik di sekitar air terjun.

Suasana di Air Terjun Kebun Rayap sangat damai dan tenang, dengan suara air terjun yang jernih mengalir ke bawah dan menyirami kebun-kebun yang hijau. Pemandangan alam yang spektakuler dapat dilihat dari kejauhan, dengan gunung-gunung berlatar biru yang menjulang tinggi dan langit yang cerah. Aktivitas yang bisa dilakukan di sini sangat beragam, mulai dari berjalan-jalan di sekitar air terjun, berenang di kolam alami, berfoto-foto di spot-spot yang menarik, hingga bermeditasi dan menikmati keindahan alam. Selain itu, pengunjung juga dapat menikmati kegiatan seperti berburu foto, hiking, dan menikmati pemandangan alam dari atas.

Air Terjun Kebun Rayap juga menawarkan pengalaman yang unik bagi para pengunjung yang ingin mengeksplorasi keindahan alam. Pengunjung dapat menikmati keindahan alam yang masih alami, tanpa harus khawatir akan kerusakan lingkungan. Selain itu, pengunjung juga dapat menikmati kebersihan udara yang sangat baik di sekitar air terjun, yang membuat pengunjung merasa lebih sehat dan segar. Dengan demikian, Air Terjun Kebun Rayap menjadi destinasi wisata yang sangat cocok untuk para pengunjung yang ingin menikmati keindahan alam dan menghabiskan waktu di tempat yang tenang dan damai.",assets/images/14.png,"Air Terjun Kebun Rayap Air Terjun Air Terjun Jember Area Sawah/Kebun, Panduman, Kec. Jelbuk, Kabupaten Jember, Jawa Timur 68151 Air Terjun Kebun Rayap terletak di area kebun dan persawahan di Jelbuk, dengan aliran air yang menyejukkan dan suasana alam asri. Pengunjung bisa trekking ringan menuju lokasi, menikmati suara alam, mandi di kolam alami, dan piknik di area sekitar air terjun.",air terjun kebun rayap air terjun air terjun jember area sawah kebun panduman kec jelbuk kabupaten jember jawa timur air terjun kebun rayap terletak area kebun persawahan jelbuk aliran air menyejukkan suasana alam asri pengunjung bisa trekking ringan menuju lokasi menikmati suara alam mandi kolam alami piknik area sekitar air terjun,[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],[Unverified],2026-07-20,Tidak ada data
15,PPG Pinus Sidomulyo,Agrowisata,Jember,"Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur 68184","PPG Pinus Sidomulyo, terletak di Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur, merupakan destinasi wisata agrowisata yang menawarkan pengalaman unik bagi pengunjung. Lokasinya yang berada di tengah-tengah hutan pinus, membuat suasana di sini sangat sejuk dan asri, seperti sedang berada di tengah hutan yang alami. Pemandangan alam yang menakjubkan, dengan pohon-pohon pinus yang rindang dan hijau, serta udara yang segar dan sejuk, membuat pengunjung merasa nyaman dan relaks.

Salah satu daya tarik utama dari PPG Pinus Sidomulyo adalah keindahan alam yang sangat menakjubkan. Pengunjung dapat menikmati pemandangan alam yang unik, dengan pohon-pohon pinus yang berdiri tegak di sekelilingnya, serta air terjun yang mengalir dengan deras dan menantang. Aktivitas yang dapat dilakukan di sini, antara lain, hiking, camping, dan menikmati keindahan alam secara langsung. Pengunjung juga dapat menikmati kegiatan-kegiatan lain, seperti bersepeda gunung, berenang di kolam alami, dan menikmati makanan yang disajikan di warung-warung lokal. Selain itu, PPG Pinus Sidomulyo juga menawarkan kesempatan bagi pengunjung untuk belajar tentang kehidupan alam dan lingkungan, melalui program-program edukatif yang disediakan.

Pengalaman mengunjungi PPG Pinus Sidomulyo tidak akan terlupakan. Suasana yang asri dan sejuk, serta pemandangan alam yang menakjubkan, membuat pengunjung merasa seperti sedang berada di surga. Dengan kegiatan-kegiatan yang dapat dilakukan, seperti hiking, camping, dan menikmati keindahan alam secara langsung, pengunjung dapat menghabiskan waktu dengan sangat menyenangkan. Jadi, jika Anda sedang mencari destinasi wisata yang unik dan menarik, PPG Pinus Sidomulyo adalah pilihan yang tepat. Datanglah dan rasakan sendiri keindahan alam yang menakjubkan dan suasana yang sangat menyenangkan.",assets/images/15.png,"PPG Pinus Sidomulyo Agrowisata Agrowisata Jember Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur 68184 PPG Pinus Sidomulyo adalah kawasan agrowisata pinus di Sidomulyo, di mana pengunjung bisa berjalan di antara barisan pohon pinus, menikmati udara segar, serta spot-spot foto estetik. Mungkin juga ada fasilitas edukasi tentang pohon pinus atau konservasi.",ppg pinus sidomulyo agrowisata agrowisata jember curah damar sidomulyo kec silo kabupaten jember jawa timur ppg pinus sidomulyo kawasan agrowisata pinus sidomulyo mana pengunjung bisa berjalan barisan pohon pinus menikmati udara segar spot spot foto estetik mungkin fasilitas edukasi pohon pinus konservasi,-8.1182,113.8569,08:00,16:00,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
16,Taman Galaxy,Rekreasi,Jember,"Area Sawah/Kebun, Tempurejo, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173","Taman Galaxy merupakan destinasi wisata rekreasi yang terletak di Area Sawah/Kebun, Tempurejo, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173. Lokasinya yang terpencil dan berada di tengah-tengah sawah membuat suasana di tempat ini sangat menenangkan dan alami. Pemandangan hijau sawah yang luas dan pepohonan yang teduh membuat pengunjung merasa seperti berada di alam yang sejuk dan damai.

Daya tarik utama Taman Galaxy adalah keindahan alamnya yang masih asli dan alami. Pengunjung dapat menikmati pemandangan sawah yang luas dan hijau, serta pepohonan yang rindang. Selain itu, Taman Galaxy juga menawarkan berbagai aktivitas yang dapat dinikmati oleh pengunjung, seperti berjalan-jalan di sekitar sawah, berfoto di spot-spot yang menarik, dan menikmati hidangan lokal di warung-warung yang ada di sekitar tempat. Pengunjung juga dapat bermain permainan tradisional seperti gasing dan congklak, serta menonton pertunjukan budaya yang menampilkan kesenian local.

Selain keindahan alam dan aktivitas yang menarik, Taman Galaxy juga menawarkan fasilitas yang lengkap untuk memenuhi kebutuhan pengunjung. Terdapat toilet, gudang, dan tempat parkir yang luas untuk memudahkan pengunjung. Selain itu, Taman Galaxy juga menawarkan akomodasi yang nyaman bagi pengunjung yang ingin menginap di tempat ini. Dengan harga yang terjangkau, pengunjung dapat menikmati keindahan alam dan fasilitas yang lengkap di Taman Galaxy. Taman Galaxy adalah destinasi wisata rekreasi yang wajib dikunjungi bagi mereka yang ingin menikmati keindahan alam yang masih asli dan alami.",assets/images/16.png,"Taman Galaxy Rekreasi Rekreasi Jember Area Sawah/Kebun, Tempurejo, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173 Taman Galaxy adalah ruang terbuka hijau di Tempurejo yang menawarkan area jalan halus, taman lanskap, area duduk santai, dan panorama pedesaan. Tempat yang cocok untuk piknik sore, jogging ringan, atau nongkrong santai di alam terbuka.",taman galaxy rekreasi rekreasi jember area sawah kebun tempurejo kec tempurejo kabupaten jember jawa timur taman galaxy ruang terbuka hijau tempurejo menawarkan area jalan halus taman lanskap area duduk santai panorama pedesaan tempat cocok piknik sore jogging ringan nongkrong santai alam terbuka,-8.2711,113.6828,08:00,16:00,[Unverified],[Unverified],[Unverified],Rp 10.000,Google Maps,2026-07-20,Tidak ada data
17,Air Terjun Tancak,Air Terjun,Jember,"Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153","Air Terjun Tancak merupakan salah satu destinasi wisata alam yang menarik di Jawa Timur, terletak di Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur. Lokasinya yang berada di ketinggian 100 meter di atas permukaan laut membuat suasana di sekitar air terjun sangat sejuk dan asri. Saat Anda berkunjung ke Air Terjun Tancak, Anda akan merasakan keindahan alam yang masih alami dan belum terjamah oleh banyak pengunjung.

Suasana di sekitar air terjun sangat tenang dan damai, dipenuhi dengan vegetasi hijau yang lebat dan udara yang segar. Anda dapat menikmati keindahan alam ini dari berbagai sudut pandang, mulai dari atas air terjun hingga di bawahnya. Saat musim hujan, air terjun ini menjadi sangat luas dan menakjubkan, dengan air yang jatuh dari ketinggian 150 meter. Selain itu, Anda juga dapat menikmati keindahan pemandangan alam di sekitar air terjun, seperti gunung-gunung yang menjulang tinggi dan hutan yang lebat.

Aktivitas yang dapat dilakukan di Air Terjun Tancak sangat beragam, mulai dari berenang di kolam alami di bawah air terjun, berjalan-jalan di sekitar air terjun, hingga berfoto dengan latar belakang keindahan alam yang menakjubkan. Anda juga dapat menikmati keindahan air terjun dengan berjalan di sekitar sungai yang mengalir di bawah air terjun. Selain itu, Anda juga dapat menikmati keindahan pemandangan alam di sekitar air terjun dengan berjalan-jalan di sekitar hutan yang lebat. Air Terjun Tancak merupakan destinasi wisata yang wajib dikunjungi bagi Anda yang mencari keindahan alam yang menakjubkan dan suasana yang tenang dan damai.",assets/images/17.png,"Air Terjun Tancak Air Terjun Air Terjun Jember Area Pegunungan Argop, Suci, Kec. Panti, Kabupaten Jember, Jawa Timur 68153 Air Terjun Tancak terletak dalam kawasan pegunungan Argop di Panti, Jember. Dengan suara gemericik air dan suasana hutan, pengunjung bisa trekking ke sumber air terjun, menikmati pemandangan alam, serta bersantai di kolam alaminya.",air terjun tancak air terjun air terjun jember area pegunungan argop suci kec panti kabupaten jember jawa timur air terjun tancak terletak dalam kawasan pegunungan argop panti jember suara gemericik air suasana hutan pengunjung bisa trekking sumber air terjun menikmati pemandangan alam bersantai kolam alaminya,-8.1189,113.6067,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
18,Air Terjun Antrokan,Air Terjun,Jember,"Kali Tengah, Manggisan, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155","Air Terjun Antrokan, terletak di Kali Tengah, Manggisan, Kecamatan Tanggul, Kabupaten Jember, Jawa Timur, adalah salah satu destinasi wisata alam yang paling menarik dan spektakuler di daerah tersebut. Berada di tengah hutan lebat yang masih asri dan alami, Air Terjun Antrokan menawarkan pengalaman wisata yang unik dan tak terlupakan bagi setiap pengunjungnya. Dengan ketinggian air terjun yang mencapai lebih dari 30 meter, Air Terjun Antrokan tampak seperti sebuah keajaiban alam yang mengalir dengan deras dan kuat, menghasilkan gelembung-gelembung air yang berkecemas dan suara gemuruh yang menakjubkan.

Suasana di sekitar Air Terjun Antrokan sangatlah menenangkan dan damai, dengan pemandangan alam yang masih asli dan belum terjamah oleh tangan-tangan manusia. Pengunjung dapat menikmati keindahan alam yang masih alami, dengan pohon-pohon hijau yang rindang dan sungai yang mengalir dengan deras. Selain itu, pengunjung juga dapat menikmati keindahan air terjun yang terbentuk dari bebatuan dan tanah yang masih asli. Aktivitas yang dapat dilakukan di Air Terjun Antrokan antara lain berenang, bermain air, memotret, dan bermeditasi. Namun, perlu diingat bahwa pengunjung harus berhati-hati dan tidak boleh melakukan aktivitas yang berbahaya dan merusak lingkungan.

Air Terjun Antrokan juga menawarkan pilihan akomodasi yang nyaman dan murah bagi pengunjung yang ingin menghabiskan waktu lebih lama di destinasi wisata ini. Pengunjung dapat memilih untuk menginap di penginapan-penginapan yang terletak di dekat lokasi air terjun, atau dapat juga memilih untuk menginap di rumah-rumah penduduk setempat. Selain itu, pengunjung juga dapat menikmati kuliner lokal yang lezat dan murah di warung-warung makan yang terletak di dekat lokasi air terjun. Dengan demikian, Air Terjun Antrokan menjadi salah satu destinasi wisata alam yang paling menarik dan wajib dikunjungi bagi setiap pengunjung yang ingin menikmati keindahan alam yang masih asri dan alami.",assets/images/18.png,"Air Terjun Antrokan Air Terjun Air Terjun Jember Kali Tengah, Manggisan, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155 Air Terjun Antrokan berada di area perbukitan Tanggul, menyajikan aliran air jernih dan dinding batu yang eksotis. Cocok bagi pecinta alam yang ingin menjelajah jalur air terjun dan menyatu dengan alam.",air terjun antrokan air terjun air terjun jember kali tengah manggisan kec tanggul kabupaten jember jawa timur air terjun antrokan area perbukitan tanggul menyajikan aliran air jernih dinding batu eksotis cocok pecinta alam ingin menjelajah jalur air terjun menyatu alam,-8.1215,113.5283,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
19,Air Terjun Tancak Tulis,Air Terjun,Jember,"Area Hutan, Darungan, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155","Air Terjun Tancak Tulis, sebuah destinasi wisata yang tersembunyi di dalam hutan yang masih alami di Darungan, Kecamatan Tanggul, Kabupaten Jember, Jawa Timur. Terletak di atas ketinggian sekitar 100 meter di atas permukaan laut, Air Terjun Tancak Tulis menawarkan pemandangan yang sangat indah dan unik. Air terjun ini memiliki lebar sekitar 5 meter dan tinggi sekitar 20 meter, sehingga air yang mengalir dari atasnya terlihat sangat jernih dan mengalir dengan deras.

Suasana di Air Terjun Tancak Tulis sangat menenangkan dan sejuk, karena lokasinya yang terletak di dalam hutan yang masih alami. Pemandangan sekitarnya juga sangat indah, dengan pepohonan rindang dan rerumputan yang hijau. Wisatawan dapat menikmati keindahan alam ini dengan berjalan-jalan di sekitar air terjun, atau duduk-duduk di atas batu-batu yang berjarak sekitar 10 meter dari air terjun. Selain itu, wisatawan juga dapat melakukan beberapa aktivitas seperti berenang, bermain air, atau hanya sekadar menikmati keindahan alam ini dengan diam-diam.

Air Terjun Tancak Tulis juga menawarkan beberapa fasilitas yang dapat dinikmati oleh wisatawan, seperti tempat parkir yang luas, toilet, dan warung makan. Di sekitar air terjun, wisatawan juga dapat menemukan beberapa tanaman liar seperti bunga melati, bunga mawar, dan beberapa jenis tanaman yang unik dan langka. Selain itu, wisatawan juga dapat melihat beberapa jenis burung yang hidup di sekitar air terjun, seperti burung jalak, burung cucak, dan beberapa jenis burung lainnya. Dengan keindahan alamnya yang masih alami dan fasilitas yang lengkap, Air Terjun Tancak Tulis adalah destinasi wisata yang wajib dikunjungi oleh siapa saja yang ingin menikmati keindahan alam yang masih belum terjamah oleh manusia.",assets/images/19.png,"Air Terjun Tancak Tulis Air Terjun Air Terjun Jember Area Hutan, Darungan, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155 Air Terjun Tancak Tulis berada di area hutan Darungan, Tanggul. Dengan suasana yang lebih tersembunyi, trek alam yang menantang, serta pemandangan dinding batu berair, destinasi ini pas untuk petualangan alam dan eksplorasi air terjun.",air terjun tancak tulis air terjun air terjun jember area hutan darungan kec tanggul kabupaten jember jawa timur air terjun tancak tulis area hutan darungan tanggul suasana lebih tersembunyi trek alam menantang pemandangan dinding batu berair destinasi pas petualangan alam eksplorasi air terjun,-8.04,113.49,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
